"X1","X2","bigram","label"
"company","manchester","company manchester","business"
"manchester","uniteds","manchester uniteds","business"
"uniteds","board","uniteds board","business"
"board","rejected","board rejected","business"
"rejected","approach","rejected approach","business"
"approach","glazers","approach glazers","business"
"glazers","offer","glazers offer","business"
"offer","reported","offer reported","business"
"reported","cut","reported cut","business"
"cut","amount","cut amount","business"
"amount","borrowing","amount borrowing","business"
"borrowing","uniteds","borrowing uniteds","business"
"uniteds","board","uniteds board","business"
"board","casting","board casting","business"
"casting","eye","casting eye","business"
"eye","glazers","eye glazers","business"
"glazers","proposals","glazers proposals","business"
"proposals","supporters","proposals supporters","business"
"supporters","remain","supporters remain","business"
"remain","fiercely","remain fiercely","business"
"fiercely","opposed","fiercely opposed","business"
"opposed","deal","opposed deal","business"
"deal","supporters","deal supporters","business"
"supporters","shareholders","supporters shareholders","business"
"shareholders","united","shareholders united","business"
"united","proved","united proved","business"
"proved","adept","proved adept","business"
"adept","rallying","adept rallying","business"
"rallying","opposition","rallying opposition","business"
"opposition","glazers","opposition glazers","business"
"glazers","campaign","glazers campaign","business"
"campaign","fight","campaign fight","business"
"fight","move","fight move","business"
"move","manchester","move manchester","business"
"manchester","united","manchester united","business"
"united","debtfree","united debtfree","business"
"debtfree","company","debtfree company","business"
"company","dont","company dont","business"
"dont","fall","dont fall","business"
"fall","debt","fall debt","business"
"debt","dont","debt dont","business"
"dont","fall","dont fall","business"
"fall","debt","fall debt","business"
"debt","shareholders","debt shareholders","business"
"shareholders","uniteds","shareholders uniteds","business"
"uniteds","sean","uniteds sean","business"
"sean","bones","sean bones","business"
"bones","told","bones told","business"
"told","bbc","told bbc","business"
"bbc","uniteds","bbc uniteds","business"
"uniteds","players","uniteds players","business"
"players","unhappy","players unhappy","business"
"unhappy","prospect","unhappy prospect","business"
"prospect","takeover","prospect takeover","business"
"takeover","people","takeover people","business"
"people","clubs","people clubs","business"
"clubs","people","clubs people","business"
"people","grown","people grown","business"
"grown","club","grown club","business"
"club","heart","club heart","business"
"heart","rio","heart rio","business"
"rio","ferdinand","rio ferdinand","business"
"ferdinand","told","ferdinand told","business"
"told","bbc","told bbc","business"
"bbc","radio","bbc radio","business"
"radio","live","radio live","business"
"live","guy","live guy","business"
"guy","bringing","guy bringing","business"
"bringing","table","bringing table","business"
"table","key","table key","business"
"key","successful","key successful","business"
"successful","bid","successful bid","business"
"bid","attracting","bid attracting","business"
"attracting","support","attracting support","business"
"support","uniteds","support uniteds","business"
"uniteds","largest","uniteds largest","business"
"largest","shareholders","largest shareholders","business"
"shareholders","irish","shareholders irish","business"
"irish","horse","irish horse","business"
"horse","racing","horse racing","business"
"racing","tycoons","racing tycoons","business"
"tycoons","john","tycoons john","business"
"john","magnier","john magnier","business"
"magnier","jp","magnier jp","business"
"jp","mcmanus","jp mcmanus","business"
"mcmanus","cubic","mcmanus cubic","business"
"cubic","expression","cubic expression","business"
"expression","vehicle","expression vehicle","business"
"vehicle","club","vehicle club","business"
"club","glazer","club glazer","business"
"glazer","owns","glazer owns","business"
"owns","joe","owns joe","business"
"joe","mclean","joe mclean","business"
"mclean","football","mclean football","business"
"football","specialist","football specialist","business"
"specialist","accountancy","specialist accountancy","business"
"accountancy","firm","accountancy firm","business"
"firm","grant","firm grant","business"
"grant","thornton","grant thornton","business"
"thornton","support","thornton support","business"
"support","magnier","support magnier","business"
"magnier","mcmanus","magnier mcmanus","business"
"mcmanus","utterly","mcmanus utterly","business"
"utterly","crucial","utterly crucial","business"
"crucial","glazers","crucial glazers","business"
"glazers","bid","glazers bid","business"
"bid","proceed","bid proceed","business"
"proceed","support","proceed support","business"
"support","previously","support previously","business"
"previously","holding","previously holding","business"
"holding","stake","holding stake","business"
"stake","investment","stake investment","business"
"investment","shares","investment shares","business"
"shares","price","shares price","business"
"price","attachment","price attachment","business"
"attachment","pence","attachment pence","business"
"pence","glazer","pence glazer","business"
"glazer","secure","glazer secure","business"
"secure","support","secure support","business"
"support","bid","support bid","business"
"bid","ahead","bid ahead","business"
"ahead","malcolm","ahead malcolm","business"
"malcolm","glazer","malcolm glazer","business"
"glazer","littleknown","glazer littleknown","business"
"littleknown","uk","littleknown uk","business"
"uk","started","uk started","business"
"started","build","started build","business"
"build","stake","build stake","business"
"stake","manchester","stake manchester","business"
"manchester","united","manchester united","business"
"united","late","united late","business"
"late","february","late february","business"
"february","bid","february bid","business"
"bid","club","bid club","business"
"club","bid","club bid","business"
"bid","emerged","bid emerged","business"
"emerged","glazer","emerged glazer","business"
"glazer","continued","glazer continued","business"
"continued","increase","continued increase","business"
"increase","holding","increase holding","business"
"holding","club","holding club","business"
"club","october","club october","business"
"october","manchester","october manchester","business"
"manchester","united","manchester united","business"
"united","received","united received","business"
"received","preliminary","received preliminary","business"
"preliminary","approach","preliminary approach","business"
"approach","glazer","approach glazer","business"
"glazer","board","glazer board","business"
"board","rejected","board rejected","business"
"rejected","move","rejected move","business"
"move","amount","move amount","business"
"amount","debt","amount debt","business"
"debt","involve","debt involve","business"
"involve","clubs","involve clubs","business"
"clubs","annual","clubs annual","business"
"annual","meeting","annual meeting","business"
"meeting","november","meeting november","business"
"november","glazer","november glazer","business"
"glazer","revenge","glazer revenge","business"
"revenge","hefty","revenge hefty","business"
"hefty","stake","hefty stake","business"
"stake","club","stake club","business"
"club","oust","club oust","business"
"oust","directors","oust directors","business"
"directors","board","directors board","business"
"board","legal","board legal","business"
"legal","adviser","legal adviser","business"
"adviser","maurice","adviser maurice","business"
"maurice","watkins","maurice watkins","business"
"watkins","commercial","watkins commercial","business"
"commercial","director","commercial director","business"
"director","andy","director andy","business"
"andy","anson","andy anson","business"
"anson","nonexecutive","anson nonexecutive","business"
"nonexecutive","director","nonexecutive director","business"
"director","philip","director philip","business"
"philip","yea","philip yea","business"
"yea","voted","yea voted","business"
"voted","wishes","voted wishes","business"
"wishes","chief","wishes chief","business"
"chief","executive","chief executive","business"
"executive","david","executive david","business"
"david","gill","david gill","business"
"gill","move","gill move","business"
"move","led","move led","business"
"led","bankers","led bankers","business"
"bankers","jp","bankers jp","business"
"jp","morgan","jp morgan","business"
"morgan","public","morgan public","business"
"public","relations","public relations","business"
"relations","firm","relations firm","business"
"firm","brunswick","firm brunswick","business"
"brunswick","withdrawing","brunswick withdrawing","business"
"withdrawing","glazer","withdrawing glazer","business"
"glazer","bid","glazer bid","business"
"bid","team","bid team","business"
"team","office","team office","business"
"office","mission","office mission","business"
"mission","brighten","mission brighten","business"
"brighten","lives","brighten lives","business"
"lives","continues","lives continues","business"
"continues","time","continues time","business"
"time","taking","time taking","business"
"taking","hard","taking hard","business"
"hard","offices","hard offices","business"
"offices","panel","offices panel","business"
"panel","experts","panel experts","business"
"experts","listening","experts listening","business"
"listening","gripes","listening gripes","business"
"gripes","suggesting","gripes suggesting","business"
"suggesting","workspace","suggesting workspace","business"
"workspace","efficient","workspace efficient","business"
"efficient","congenial","efficient congenial","business"
"congenial","simply","congenial simply","business"
"simply","prettier","simply prettier","business"
"prettier","hearing","prettier hearing","business"
"hearing","marianne","hearing marianne","business"
"marianne","petersen","marianne petersen","business"
"petersen","planning","petersen planning","business"
"planning","convert","planning convert","business"
"convert","barn","convert barn","business"
"barn","sweden","barn sweden","business"
"sweden","base","sweden base","business"
"base","freelance","base freelance","business"
"freelance","writing","freelance writing","business"
"writing","click","writing click","business"
"click","link","click link","business"
"link","photograph","link photograph","business"
"photograph","read","photograph read","business"
"read","story","read story","business"
"story","scroll","story scroll","business"
"scroll","panel","scroll panel","business"
"panel","series","panel series","business"
"series","bottom","series bottom","business"
"bottom","story","bottom story","business"
"story","touch","story touch","business"
"touch","home","touch home","business"
"home","multitude","home multitude","business"
"multitude","challenges","multitude challenges","business"
"challenges","understanding","challenges understanding","business"
"understanding","personality","understanding personality","business"
"personality","terms","personality terms","business"
"terms","style","terms style","business"
"style","feel","style feel","business"
"feel","confident","feel confident","business"
"confident","output","confident output","business"
"output","conferring","output conferring","business"
"conferring","retain","conferring retain","business"
"retain","discipline","retain discipline","business"
"discipline","motivate","discipline motivate","business"
"motivate","job","motivate job","business"
"job","build","job build","business"
"build","ideas","build ideas","business"
"ideas","introspective","ideas introspective","business"
"introspective","solver","introspective solver","business"
"solver","virtual","solver virtual","business"
"virtual","office","virtual office","business"
"office","succeed","office succeed","business"
"succeed","keeping","succeed keeping","business"
"keeping","boundary","keeping boundary","business"
"boundary","home","boundary home","business"
"home","life","home life","business"
"life","essential","life essential","business"
"essential","rigid","essential rigid","business"
"rigid","allowed","rigid allowed","business"
"allowed","visit","allowed visit","business"
"visit","strict","visit strict","business"
"strict","office","strict office","business"
"office","hours","office hours","business"
"hours","referring","hours referring","business"
"referring","space","referring space","business"
"space","message","space message","business"
"message","professional","message professional","business"
"professional","space","professional space","business"
"space","imperative","space imperative","business"
"imperative","bring","imperative bring","business"
"bring","world","bring world","business"
"world","keeping","world keeping","business"
"keeping","date","keeping date","business"
"date","developments","date developments","business"
"developments","maintaining","developments maintaining","business"
"maintaining","network","maintaining network","business"
"network","isolated","network isolated","business"
"isolated","environments","isolated environments","business"
"environments","carefully","environments carefully","business"
"carefully","strategy","carefully strategy","business"
"strategy","developed","strategy developed","business"
"developed","suits","developed suits","business"
"suits","personality","suits personality","business"
"personality","industry","personality industry","business"
"industry","joining","industry joining","business"
"joining","professional","joining professional","business"
"professional","forming","professional forming","business"
"forming","loose","forming loose","business"
"loose","association","loose association","business"
"association","likeminded","association likeminded","business"
"likeminded","people","likeminded people","business"
"people","assist","people assist","business"
"assist","structure","assist structure","business"
"structure","meetings","structure meetings","business"
"meetings","advance","meetings advance","business"
"advance","relegated","advance relegated","business"
"relegated","status","relegated status","business"
"status","times","status times","business"
"times","busy","times busy","business"
"busy","danger","busy danger","business"
"danger","workload","danger workload","business"
"workload","eases","workload eases","business"
"eases","resurrected","eases resurrected","business"
"resurrected","prior","resurrected prior","business"
"prior","interior","prior interior","business"
"interior","undertaken","interior undertaken","business"
"undertaken","essential","undertaken essential","business"
"essential","ensure","essential ensure","business"
"ensure","roof","ensure roof","business"
"roof","walls","roof walls","business"
"walls","waterandweathertight","walls waterandweathertight","business"
"waterandweathertight","structure","waterandweathertight structure","business"
"structure","checked","structure checked","business"
"checked","stability","checked stability","business"
"stability","appears","stability appears","business"
"appears","roof","appears roof","business"
"roof","trusses","roof trusses","business"
"trusses","repairs","trusses repairs","business"
"repairs","additional","repairs additional","business"
"additional","bracing","additional bracing","business"
"bracing","ideally","bracing ideally","business"
"ideally","roof","ideally roof","business"
"roof","replaced","roof replaced","business"
"replaced","outer","replaced outer","business"
"outer","material","outer material","business"
"material","keeping","material keeping","business"
"keeping","character","keeping character","business"
"character","location","character location","business"
"location","barn","location barn","business"
"barn","wellinsulated","barn wellinsulated","business"
"wellinsulated","skin","wellinsulated skin","business"
"skin","provided","skin provided","business"
"provided","light","provided light","business"
"light","coloured","light coloured","business"
"coloured","efficient","coloured efficient","business"
"efficient","heating","efficient heating","business"
"heating","building","heating building","business"
"building","electricity","building electricity","business"
"electricity","provide","electricity provide","business"
"provide","owner","provide owner","business"
"owner","electrical","owner electrical","business"
"electrical","engineer","electrical engineer","business"
"engineer","calculate","engineer calculate","business"
"calculate","potential","calculate potential","business"
"potential","heating","potential heating","business"
"heating","power","heating power","business"
"power","lighting","power lighting","business"
"lighting","load","lighting load","business"
"load","mains","load mains","business"
"mains","supply","mains supply","business"
"supply","distribution","supply distribution","business"
"distribution","capacity","distribution capacity","business"
"capacity","adequate","capacity adequate","business"
"adequate","ideally","adequate ideally","business"
"ideally","mains","ideally mains","business"
"mains","water","mains water","business"
"water","supply","water supply","business"
"supply","means","supply means","business"
"means","drainage","means drainage","business"
"drainage","toilet","drainage toilet","business"
"toilet","washing","toilet washing","business"
"washing","facilities","washing facilities","business"
"facilities","walls","facilities walls","business"
"walls","dry","walls dry","business"
"dry","lined","dry lined","business"
"lined","single","lined single","business"
"single","skin","single skin","business"
"skin","plasterboard","skin plasterboard","business"
"plasterboard","laid","plasterboard laid","business"
"laid","rockwool","laid rockwool","business"
"rockwool","slab","rockwool slab","business"
"slab","wall","slab wall","business"
"wall","insulation","wall insulation","business"
"insulation","power","insulation power","business"
"power","lighting","power lighting","business"
"lighting","circuits","lighting circuits","business"
"circuits","concealed","circuits concealed","business"
"concealed","walls","concealed walls","business"
"walls","painted","walls painted","business"
"painted","light","painted light","business"
"light","colour","light colour","business"
"colour","owner","colour owner","business"
"owner","mentions","owner mentions","business"
"mentions","lay","mentions lay","business"
"lay","floor","lay floor","business"
"floor","existing","floor existing","business"
"existing","planks","existing planks","business"
"planks","improve","planks improve","business"
"improve","insulation","improve insulation","business"
"insulation","offer","insulation offer","business"
"offer","level","offer level","business"
"level","surface","level surface","business"
"surface","suggest","surface suggest","business"
"suggest","laying","suggest laying","business"
"laying","oak","laying oak","business"
"oak","veneer","oak veneer","business"
"veneer","planks","veneer planks","business"
"planks","character","planks character","business"
"character","barn","character barn","business"
"barn","lighting","barn lighting","business"
"lighting","combination","lighting combination","business"
"combination","floor","combination floor","business"
"floor","mounted","floor mounted","business"
"mounted","uplights","mounted uplights","business"
"uplights","wall","uplights wall","business"
"wall","lights","wall lights","business"
"lights","wall","lights wall","business"
"wall","washers","wall washers","business"
"washers","selected","washers selected","business"
"selected","downlights","selected downlights","business"
"downlights","combination","downlights combination","business"
"combination","mains","combination mains","business"
"mains","voltage","mains voltage","business"
"voltage","fluorescent","voltage fluorescent","business"
"fluorescent","fittings","fluorescent fittings","business"
"fittings","dimmable","fittings dimmable","business"
"dimmable","units","dimmable units","business"
"units","vary","units vary","business"
"vary","light","vary light","business"
"light","levels","light levels","business"
"levels","feel","levels feel","business"
"feel","interior","feel interior","business"
"interior","click","interior click","business"
"click","link","click link","business"
"link","ideas","link ideas","business"
"ideas","mariannes","ideas mariannes","business"
"mariannes","barn","mariannes barn","business"
"barn","layout","barn layout","business"
"layout","office","layout office","business"
"office","reflects","office reflects","business"
"reflects","relaxed","reflects relaxed","business"
"relaxed","meeting","relaxed meeting","business"
"meeting","space","meeting space","business"
"space","desk","space desk","business"
"desk","space","desk space","business"
"space","extensive","space extensive","business"
"extensive","storage","extensive storage","business"
"storage","combine","storage combine","business"
"combine","tub","combine tub","business"
"tub","chairs","tub chairs","business"
"chairs","maximise","chairs maximise","business"
"maximise","space","maximise space","business"
"space","finishes","space finishes","business"
"finishes","chosen","finishes chosen","business"
"chosen","furniture","chosen furniture","business"
"furniture","reflect","furniture reflect","business"
"reflect","unusual","reflect unusual","business"
"unusual","setting","unusual setting","business"
"setting","lighting","setting lighting","business"
"lighting","temperature","lighting temperature","business"
"temperature","control","temperature control","business"
"control","mechanisms","control mechanisms","business"
"mechanisms","influence","mechanisms influence","business"
"influence","workplace","influence workplace","business"
"workplace","accessing","workplace accessing","business"
"accessing","internet","accessing internet","business"
"internet","connection","internet connection","business"
"connection","main","connection main","business"
"main","house","main house","business"
"house","plan","house plan","business"
"plan","wireless","plan wireless","business"
"wireless","wireless","wireless wireless","business"
"wireless","routeraccess","wireless routeraccess","business"
"routeraccess","house","routeraccess house","business"
"house","wireless","house wireless","business"
"wireless","lan","wireless lan","business"
"lan","card","lan card","business"
"card","pc","card pc","business"
"pc","renovated","pc renovated","business"
"renovated","sufficient","renovated sufficient","business"
"sufficient","distance","sufficient distance","business"
"distance","buildings","distance buildings","business"
"buildings","nature","buildings nature","business"
"nature","materials","nature materials","business"
"materials","signals","materials signals","business"
"signals","pass","signals pass","business"
"pass","result","pass result","business"
"result","weak","result weak","business"
"weak","signal","weak signal","business"
"signal","strength","signal strength","business"
"strength","require","strength require","business"
"require","additional","require additional","business"
"additional","wireless","additional wireless","business"
"wireless","access","wireless access","business"
"access","renovated","access renovated","business"
"renovated","local","renovated local","business"
"local","supplier","local supplier","business"
"supplier","advise","supplier advise","business"
"advise","havent","advise havent","business"
"havent","invested","havent invested","business"
"invested","robust","invested robust","business"
"robust","firewall","robust firewall","business"
"firewall","antivirus","firewall antivirus","business"
"antivirus","software","antivirus software","business"
"software","essential","software essential","business"
"essential","protect","essential protect","business"
"protect","investment","protect investment","business"
"investment","advantage","investment advantage","business"
"advantage","wireless","advantage wireless","business"
"wireless","technology","wireless technology","business"
"technology","laptop","technology laptop","business"
"laptop","computer","laptop computer","business"
"computer","docking","computer docking","business"
"docking","station","docking station","business"
"station","external","station external","business"
"external","mouse","external mouse","business"
"mouse","monitor","mouse monitor","business"
"monitor","tablet","monitor tablet","business"
"tablet","computers","tablet computers","business"
"computers","write","computers write","business"
"write","directly","write directly","business"
"directly","screen","directly screen","business"
"screen","convert","screen convert","business"
"convert","text","convert text","business"
"text","builtin","text builtin","business"
"builtin","hand","builtin hand","business"
"hand","recognition","hand recognition","business"
"recognition","software","recognition software","business"
"software","finally","software finally","business"
"finally","save","finally save","business"
"save","money","save money","business"
"money","space","money space","business"
"space","multifunction","space multifunction","business"
"multifunction","product","multifunction product","business"
"product","print","product print","business"
"print","scan","print scan","business"
"scan","copy","scan copy","business"
"copy","fax","copy fax","business"
"fax","market","fax market","business"
"market","unfazed","market unfazed","business"
"unfazed","aurora","unfazed aurora","business"
"aurora","setback","aurora setback","business"
"setback","aurora","setback aurora","business"
"aurora","limped","aurora limped","business"
"limped","dock","limped dock","business"
"dock","january","dock january","business"
"january","blizzard","january blizzard","business"
"blizzard","photos","blizzard photos","business"
"photos","interviews","photos interviews","business"
"interviews","add","interviews add","business"
"add","unambiguous","add unambiguous","business"
"unambiguous","tale","unambiguous tale","business"
"tale","woe","tale woe","business"
"woe","ship","woe ship","business"
"ship","slice","ship slice","business"
"slice","bad","slice bad","business"
"bad","luck","bad luck","business"
"luck","add","luck add","business"
"add","history","add history","business"
"history","health","history health","business"
"health","scares","health scares","business"
"scares","technical","scares technical","business"
"technical","trouble","technical trouble","business"
"trouble","owner","trouble owner","business"
"owner","po","owner po","business"
"po","cruises","po cruises","business"
"cruises","huge","cruises huge","business"
"huge","carnival","huge carnival","business"
"carnival","corporation","carnival corporation","business"
"corporation","significant","corporation significant","business"
"significant","slice","significant slice","business"
"slice","chopped","slice chopped","business"
"chopped","profits","chopped profits","business"
"profits","potential","profits potential","business"
"potential","pr","potential pr","business"
"pr","fiasco","pr fiasco","business"
"fiasco","told","fiasco told","business"
"told","stock","told stock","business"
"stock","markets","stock markets","business"
"markets","warning","markets warning","business"
"warning","fivecent","warning fivecent","business"
"fivecent","hit","fivecent hit","business"
"hit","earnings","hit earnings","business"
"earnings","hours","earnings hours","business"
"hours","worlds","hours worlds","business"
"worlds","biggest","worlds biggest","business"
"biggest","investment","biggest investment","business"
"investment","banks","investment banks","business"
"banks","upped","banks upped","business"
"upped","target","upped target","business"
"target","carnivals","target carnivals","business"
"carnivals","share","carnivals share","business"
"share","price","share price","business"
"price","investors","price investors","business"
"investors","barely","investors barely","business"
"barely","blinked","barely blinked","business"
"blinked","gmt","blinked gmt","business"
"gmt","carnivals","gmt carnivals","business"
"carnivals","shares","carnivals shares","business"
"shares","london","shares london","business"
"london","single","london single","business"
"single","penny","single penny","business"
"penny","mismatch","penny mismatch","business"
"mismatch","public","mismatch public","business"
"public","perception","public perception","business"
"perception","markets","perception markets","business"
"markets","response","markets response","business"
"response","aurora","response aurora","business"
"aurora","issue","aurora issue","business"
"issue","ongoing","issue ongoing","business"
"ongoing","time","ongoing time","business"
"time","deutsche","time deutsche","business"
"deutsche","banks","deutsche banks","business"
"banks","simon","banks simon","business"
"simon","champion","simon champion","business"
"champion","source","champion source","business"
"source","uncertainty","source uncertainty","business"
"uncertainty","company","uncertainty company","business"
"company","cruise","company cruise","business"
"cruise","stock","cruise stock","business"
"stock","market","stock market","business"
"market","treating","market treating","business"
"treating","issues","treating issues","business"
"issues","oneoff","issues oneoff","business"
"oneoff","events","oneoff events","business"
"events","string","events string","business"
"string","bad","string bad","business"
"bad","luck","bad luck","business"
"luck","aurora","luck aurora","business"
"aurora","vessel","aurora vessel","business"
"vessel","carnival","vessel carnival","business"
"carnival","fleet","carnival fleet","business"
"fleet","uks","fleet uks","business"
"uks","po","uks po","business"
"po","princess","po princess","business"
"princess","merged","princess merged","business"
"merged","larger","merged larger","business"
"larger","firm","larger firm","business"
"firm","speaking","firm speaking","business"
"speaking","carnival","speaking carnival","business"
"carnival","reputation","carnival reputation","business"
"reputation","keeping","reputation keeping","business"
"keeping","ships","keeping ships","business"
"ships","pretty","ships pretty","business"
"pretty","schedule","pretty schedule","business"
"schedule","carnival","schedule carnival","business"
"carnival","incredibly","carnival incredibly","business"
"incredibly","strong","incredibly strong","business"
"strong","track","strong track","business"
"track","record","track record","business"
"record","champion","record champion","business"
"champion","similarly","champion similarly","business"
"similarly","analysts","similarly analysts","business"
"analysts","expect","analysts expect","business"
"expect","impact","expect impact","business"
"impact","rest","impact rest","business"
"rest","cruise","rest cruise","business"
"cruise","business","cruise business","business"
"business","limited","business limited","business"
"limited","hundreds","limited hundreds","business"
"hundreds","disappointed","hundreds disappointed","business"
"disappointed","passengers","disappointed passengers","business"
"passengers","opportunity","passengers opportunity","business"
"opportunity","spend","opportunity spend","business"
"spend","aurora","spend aurora","business"
"aurora","refund","aurora refund","business"
"refund","credit","refund credit","business"
"credit","cruise","credit cruise","business"
"cruise","mitigate","cruise mitigate","business"
"mitigate","pr","mitigate pr","business"
"pr","risk","pr risk","business"
"risk","carnival","risk carnival","business"
"carnival","main","carnival main","business"
"main","competitor","main competitor","business"
"competitor","royal","competitor royal","business"
"royal","caribbean","royal caribbean","business"
"caribbean","common","caribbean common","business"
"common","cancellations","common cancellations","business"
"cancellations","technical","cancellations technical","business"
"technical","reasons","technical reasons","business"
"reasons","unusual","reasons unusual","business"
"unusual","industry","unusual industry","business"
"industry","wrote","industry wrote","business"
"wrote","analysts","wrote analysts","business"
"analysts","citigroup","analysts citigroup","business"
"citigroup","smith","citigroup smith","business"
"smith","barney","smith barney","business"
"barney","note","barney note","business"
"note","clients","note clients","business"
"clients","friday","clients friday","business"
"friday","events","friday events","business"
"events","typically","events typically","business"
"typically","limited","typically limited","business"
"limited","impact","limited impact","business"
"impact","bookings","impact bookings","business"
"bookings","pricing","bookings pricing","business"
"pricing","future","pricing future","business"
"future","cruises","future cruises","business"
"cruises","aurora","cruises aurora","business"
"aurora","incident","aurora incident","business"
"incident","news","incident news","business"
"news","uk","news uk","business"
"uk","carnival","uk carnival","business"
"carnival","customers","carnival customers","business"
"customers","splash","customers splash","business"
"splash","assuming","splash assuming","business"
"assuming","citigroup","assuming citigroup","business"
"citigroup","demand","citigroup demand","business"
"demand","stays","demand stays","business"
"stays","solid","stays solid","business"
"solid","structure","solid structure","business"
"structure","industry","structure industry","business"
"industry","carnivals","industry carnivals","business"
"carnivals","favour","carnivals favour","business"
"favour","wake","favour wake","business"
"wake","po","wake po","business"
"po","princesss","po princesss","business"
"princesss","takeover","princesss takeover","business"
"takeover","carnival","takeover carnival","business"
"carnival","business","carnival business","business"
"business","extent","business extent","business"
"extent","duopoly","extent duopoly","business"
"duopoly","expense","duopoly expense","business"
"expense","building","expense building","business"
"building","outfitting","building outfitting","business"
"outfitting","running","outfitting running","business"
"running","cruise","running cruise","business"
"cruise","ship","cruise ship","business"
"ship","slowing","ship slowing","business"
"slowing","supply","slowing supply","business"
"supply","growth","supply growth","business"
"growth","certainty","growth certainty","business"
"certainty","david","certainty david","business"
"david","anders","david anders","business"
"anders","merrill","anders merrill","business"
"merrill","lynch","merrill lynch","business"
"lynch","thursday","lynch thursday","business"
"thursday","words","thursday words","business"
"words","cruise","words cruise","business"
"cruise","options","cruise options","business"
"options","limited","options limited","business"
"limited","carnival","limited carnival","business"
"carnival","remaining","carnival remaining","business"
"remaining","market","remaining market","business"
"market","leader","market leader","business"
"leader","set","leader set","business"
"set","selling","set selling","business"
"selling","tickets","selling tickets","business"
"tickets","matter","tickets matter","business"
"matter","illfated","matter illfated","business"
"illfated","aurora","illfated aurora","business"
"aurora","future","aurora future","business"
"future","ticking","future ticking","business"
"ticking","budget","ticking budget","business"
"budget","facing","budget facing","business"
"facing","budget","facing budget","business"
"budget","proposals","budget proposals","business"
"proposals","laid","proposals laid","business"
"laid","administration","laid administration","business"
"administration","president","administration president","business"
"president","george","president george","business"
"george","bush","george bush","business"
"bush","highly","bush highly","business"
"highly","controversial","highly controversial","business"
"controversial","washingtonbased","controversial washingtonbased","business"
"washingtonbased","economic","washingtonbased economic","business"
"economic","policy","economic policy","business"
"policy","institute","policy institute","business"
"institute","critical","institute critical","business"
"critical","president","critical president","business"
"president","fault","president fault","business"
"fault","lines","fault lines","business"
"lines","politicians","lines politicians","business"
"politicians","citizens","politicians citizens","business"
"citizens","political","citizens political","business"
"political","persuasions","political persuasions","business"
"persuasions","dose","persuasions dose","business"
"dose","shock","dose shock","business"
"shock","therapy","shock therapy","business"
"therapy","major","therapy major","business"
"major","current","major current","business"
"current","policies","current policies","business"
"policies","political","policies political","business"
"political","prejudices","political prejudices","business"
"prejudices","federal","prejudices federal","business"
"federal","budget","federal budget","business"
"budget","simply","budget simply","business"
"simply","hold","simply hold","business"
"hold","news","hold news","business"
"news","coverage","news coverage","business"
"coverage","bush","coverage bush","business"
"bush","budget","bush budget","business"
"budget","dominated","budget dominated","business"
"dominated","debates","dominated debates","business"
"debates","spending","debates spending","business"
"spending","cuts","spending cuts","business"
"cuts","cuts","cuts cuts","business"
"cuts","programs","cuts programs","business"
"programs","standpoint","programs standpoint","business"
"standpoint","fiscal","standpoint fiscal","business"
"fiscal","trends","fiscal trends","business"
"trends","cuts","trends cuts","business"
"cuts","gratuitous","cuts gratuitous","business"
"gratuitous","budget","gratuitous budget","business"
"budget","train","budget train","business"
"train","wreck","train wreck","business"
"wreck","direct","wreck direct","business"
"direct","threat","direct threat","business"
"threat","federal","threat federal","business"
"federal","governments","federal governments","business"
"governments","ability","governments ability","business"
"ability","debts","ability debts","business"
"debts","social","debts social","business"
"social","security","social security","business"
"security","trust","security trust","business"
"trust","fund","trust fund","business"
"fund","fund","fund fund","business"
"fund","begin","fund begin","business"
"begin","require","begin require","business"
"require","cash","require cash","business"
"cash","returns","cash returns","business"
"returns","bond","returns bond","business"
"bond","holdings","bond holdings","business"
"holdings","finance","holdings finance","business"
"finance","promised","finance promised","business"
"promised","benefits","promised benefits","business"
"benefits","trigger","benefits trigger","business"
"trigger","coming","trigger coming","business"
"coming","shock","coming shock","business"
"shock","rising","shock rising","business"
"rising","federal","rising federal","business"
"federal","debt","federal debt","business"
"debt","grow","debt grow","business"
"grow","conservative","grow conservative","business"
"conservative","estimates","conservative estimates","business"
"estimates","half","estimates half","business"
"half","nations","half nations","business"
"nations","total","nations total","business"
"total","annual","total annual","business"
"annual","output","annual output","business"
"output","upward","output upward","business"
"upward","trend","upward trend","business"
"trend","force","trend force","business"
"force","increased","force increased","business"
"increased","borrowing","increased borrowing","business"
"borrowing","federal","borrowing federal","business"
"federal","government","federal government","business"
"government","putting","government putting","business"
"putting","upward","putting upward","business"
"upward","pressure","upward pressure","business"
"pressure","rates","pressure rates","business"
"rates","faced","rates faced","business"
"faced","consumers","faced consumers","business"
"consumers","business","consumers business","business"
"business","growing","business growing","business"
"growing","share","growing share","business"
"share","borrowing","share borrowing","business"
"borrowing","abroad","borrowing abroad","business"
"abroad","government","abroad government","business"
"government","finance","government finance","business"
"finance","operations","finance operations","business"
"operations","heavy","operations heavy","business"
"heavy","borrowing","heavy borrowing","business"
"borrowing","central","borrowing central","business"
"central","banks","central banks","business"
"banks","japan","banks japan","business"
"japan","china","japan china","business"
"china","nations","china nations","business"
"nations","bode","nations bode","business"
"bode","influence","bode influence","business"
"influence","world","influence world","business"
"world","decline","world decline","business"
"decline","dollar","decline dollar","business"
"dollar","warning","dollar warning","business"
